timestamp,iso_date,strategy,submode,action,confidence,price_y,stake,base_balance,result,settled_balance,duration_sec,reason
1789158361802,2026-09-11T15:26:01,AUTO_ADAPTIVE,YOLO,SELL,1.00,1432.00,1.00,43470812.16,WIN,43553812.48,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789158479262,2026-09-11T15:27:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1488.00,1.00,43553812.48,LOSS,43453808.64,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.83999999613 COP"
1789158661456,2026-09-11T15:31:01,AUTO_ADAPTIVE,YOLO,BUY,1.00,1397.00,2.00,43636807.68,WIN,43719808.00,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789158782253,2026-09-11T15:33:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1042.00,1.00,43719808.00,WIN,43802808.32,58,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789159143272,2026-09-11T15:39:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1080.00,1.00,43802808.32,WIN,43885808.64,59,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789159259444,2026-09-11T15:40:59,AUTO_ADAPTIVE,YOLO,BUY,1.00,939.00,1.00,43885808.64,LOSS,43785809.92,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789159383355,2026-09-11T15:43:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1042.00,2.00,43785809.92,WIN,43868810.24,60,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789159499414,2026-09-11T15:44:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1132.67,1.00,43868810.24,LOSS,43768811.52,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789160281872,2026-09-11T15:58:01,AUTO_ADAPTIVE,YOLO,SELL,1.00,1354.00,1.00,43768811.52,LOSS,43668807.68,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789160702499,2026-09-11T16:05:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1529.00,2.00,43668807.68,WIN,43750809.60,61,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789160823180,2026-09-11T16:07:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1621.00,1.00,43750809.60,LOSS,43650810.88,63,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789161303244,2026-09-11T16:15:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1255.00,2.00,43650810.88,WIN,43732807.68,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+81996.79999999702 COP"
1789161423404,2026-09-11T16:17:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1444.80,1.00,43732807.68,WIN,43814809.60,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789161602396,2026-09-11T16:20:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1643.50,1.00,43814809.60,WIN,43896811.52,60,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789162079748,2026-09-11T16:27:59,AUTO_ADAPTIVE,YOLO,BUY,1.00,1603.00,1.00,43896811.52,LOSS,43796807.68,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789162262912,2026-09-11T16:31:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1837.50,2.00,43796807.68,WIN,43878809.60,60,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789162382770,2026-09-11T16:33:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1852.20,1.00,43878809.60,LOSS,43778810.88,55,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789162503116,2026-09-11T16:35:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1774.00,2.00,43778810.88,WIN,43860807.68,60,"SALDO (+) Ganancia acreditada por Binomo: Diff=+81996.79999999702 COP"
1789162803338,2026-09-11T16:40:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1719.67,1.00,43860807.68,LOSS,43760808.96,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789162983546,2026-09-11T16:43:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1738.00,2.00,43760808.96,WIN,43842810.88,60,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789163099588,2026-09-11T16:44:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1736.00,1.00,43842810.88,LOSS,43742812.16,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.72000000626 COP"
1789163222036,2026-09-11T16:47:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1511.00,2.00,43742812.16,WIN,43824808.96,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+81996.80000000447 COP"
1789163342091,2026-09-11T16:49:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1195.00,1.00,43824808.96,LOSS,43724810.24,60,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789163643777,2026-09-11T16:54:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1040.00,2.00,43724810.24,WIN,43806812.16,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.91999999434 COP"
1789163762910,2026-09-11T16:56:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1009.00,1.00,43806812.16,WIN,43888808.96,57,"SALDO (+) Ganancia acreditada por Binomo: Diff=+81996.80000000447 COP"
1789163882190,2026-09-11T16:58:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,875.00,1.00,43888808.96,WIN,43970810.88,59,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789164003009,2026-09-11T17:00:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,813.50,1.00,43970810.88,WIN,44052807.68,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+81996.79999999702 COP"
1789164362790,2026-09-11T17:06:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1138.00,1.00,44052807.68,LOSS,43952808.96,60,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789223823315,2026-09-12T09:37:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1145.67,1.00,43952808.96,TIE,43952808.96,57,"ORDEN NO PROCESADA (Diff=0.0 -> Saldo inalterado)"
1789224060161,2026-09-12T09:41:00,AUTO_ADAPTIVE,YOLO,SELL,1.00,1324.00,1.00,43952808.96,LOSS,43852810.24,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789224179247,2026-09-12T09:42:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1270.00,2.00,43852810.24,LOSS,43752811.52,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789224363102,2026-09-12T09:46:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1404.00,1.00,43752811.52,LOSS,43652807.68,54,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789224482067,2026-09-12T09:48:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1523.67,2.00,43652807.68,LOSS,43552808.96,59,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789224599555,2026-09-12T09:49:59,AUTO_ADAPTIVE,YOLO,BUY,1.00,1637.50,1.00,43552808.96,LOSS,43452810.24,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789224839583,2026-09-12T09:53:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1717.00,2.00,43632808.96,LOSS,43532810.24,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789224962057,2026-09-12T09:56:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1688.00,1.00,43712808.96,TIE,43712808.96,58,"ORDEN NO PROCESADA (Diff=0.0 -> Saldo inalterado)"
1789225081161,2026-09-12T09:58:01,AUTO_ADAPTIVE,YOLO,SELL,1.00,1807.00,1.00,43712808.96,LOSS,43612810.24,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789225379288,2026-09-12T10:02:59,AUTO_ADAPTIVE,YOLO,SELL,1.00,1560.00,2.00,43612810.24,LOSS,43512811.52,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789225502321,2026-09-12T10:05:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1683.80,1.00,43692810.24,LOSS,43592811.52,60,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789225623474,2026-09-12T10:07:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1509.00,2.00,43592811.52,WIN,43672811.52,60,"SALDO (+) Ganancia acreditada por Binomo: Diff=+80000.0 COP"
1789225862033,2026-09-12T10:11:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1659.00,1.00,43672811.52,LOSS,43572807.68,55,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789226223245,2026-09-12T10:17:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1699.00,2.00,43572807.68,TIE,43572807.68,58,"ORDEN NO PROCESADA (Diff=0.0 -> Saldo inalterado)"
1789226460170,2026-09-12T10:21:00,AUTO_ADAPTIVE,YOLO,SELL,1.00,1647.00,2.00,43572807.68,LOSS,43472808.96,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789226583574,2026-09-12T10:23:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1675.00,1.00,43572807.68,LOSS,43472808.96,58,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789227303413,2026-09-12T10:35:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1242.50,1.00,43472808.96,WIN,43552808.96,58,"SALDO (+) Ganancia acreditada por Binomo: Diff=+80000.0 COP"
1789227602218,2026-09-12T10:40:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1625.08,1.00,43552808.96,LOSS,43452810.24,61,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789227843342,2026-09-12T10:44:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1498.75,2.00,43452810.24,WIN,43535810.56,54,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789228023297,2026-09-12T10:47:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1304.00,1.00,43535810.56,LOSS,43435811.84,55,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789228263680,2026-09-12T10:51:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1278.00,2.00,43435811.84,LOSS,43335808.00,61,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789228382873,2026-09-12T10:53:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1457.50,1.00,43335808.00,LOSS,43235809.28,57,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789228863165,2026-09-12T11:01:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1097.75,2.00,43235809.28,TIE,43235809.28,57,"ORDEN NO PROCESADA (Diff=0.0 -> Saldo inalterado)"
1789230241779,2026-09-12T11:24:01,AUTO_ADAPTIVE,YOLO,BUY,1.00,810.00,2.00,43235809.28,TIE,43235809.28,62,"ORDEN NO PROCESADA (Diff=0.0 -> Saldo inalterado)"
1789230422363,2026-09-12T11:27:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,986.75,2.00,43235809.28,LOSS,43135810.56,60,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789230662675,2026-09-12T11:31:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1187.50,1.00,43135810.56,LOSS,43035811.84,60,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789230783782,2026-09-12T11:33:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1071.25,2.00,43035811.84,WIN,43117808.64,63,"SALDO (+) Ganancia acreditada por Binomo: Diff=+81996.79999999702 COP"
1789230903594,2026-09-12T11:35:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1441.00,1.00,43117808.64,WIN,43199810.56,63,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789231022690,2026-09-12T11:37:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1360.50,1.00,43199810.56,WIN,43281812.48,61,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.91999999434 COP"
1789231263072,2026-09-12T11:41:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1376.50,1.00,43281812.48,LOSS,43181808.64,54,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.83999999613 COP"
1789231443498,2026-09-12T11:44:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,871.33,2.00,43181808.64,WIN,43263810.56,59,"SALDO (+) Ganancia acreditada por Binomo: Diff=+82001.92000000179 COP"
1789231803260,2026-09-12T11:50:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1047.00,1.00,43263810.56,LOSS,43163811.84,58,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789232942609,2026-09-12T12:09:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1158.00,2.00,43163811.84,LOSS,183000.00,60,"SALDO (-) Pérdida debitada por Binomo: Diff=-4.298081184E7 COP"
1789233063495,2026-09-12T12:11:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1244.50,1.00,1.00,TIE,1.00,61,"ORDEN NO PROCESADA (Diff=0.0 -> Saldo inalterado)"
1789233243438,2026-09-12T12:14:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1164.00,1.00,1.00,WIN,43246812.16,62,"SALDO (+) Ganancia acreditada por Binomo: Diff=+4.324681116E7 COP"
1789233362907,2026-09-12T12:16:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1216.00,1.00,43246812.16,WIN,43329812.48,61,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789233482393,2026-09-12T12:18:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1200.00,1.00,1.00,WIN,43329812.48,61,"SALDO (+) Ganancia acreditada por Binomo: Diff=+4.332981148E7 COP"
1789233660553,2026-09-12T12:21:00,AUTO_ADAPTIVE,YOLO,BUY,1.00,1144.00,1.00,43329812.48,LOSS,43229808.64,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.83999999613 COP"
1789233782977,2026-09-12T12:23:02,AUTO_ADAPTIVE,YOLO,BUY,1.00,1121.50,2.00,43412807.68,WIN,43495808.00,59,"SALDO (+) Ganancia acreditada por Binomo: Diff=+83000.3200000003 COP"
1789233903169,2026-09-12T12:25:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,1212.00,1.00,43495808.00,LOSS,43395809.28,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789234563479,2026-09-12T12:36:03,AUTO_ADAPTIVE,YOLO,SELL,1.00,1300.75,2.00,43395809.28,LOSS,43295810.56,63,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789234740021,2026-09-12T12:39:00,AUTO_ADAPTIVE,YOLO,SELL,1.00,1243.00,1.00,43295810.56,LOSS,43195811.84,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
1789234922562,2026-09-12T12:42:02,AUTO_ADAPTIVE,YOLO,SELL,1.00,1473.75,1.00,43195811.84,LOSS,43095808.00,62,"SALDO (-) Pérdida debitada por Binomo: Diff=-100003.84000000358 COP"
1789238883156,2026-09-12T13:48:03,AUTO_ADAPTIVE,YOLO,BUY,1.00,911.00,1.00,42995809.28,LOSS,42895810.56,58,"SALDO (-) Pérdida debitada por Binomo: Diff=-99998.71999999881 COP"
